Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
11,CameraOperator,Lily020215b,she's good she's very good .,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|5|SUBJ 5|2|CJCT] [6|7|JCT] [7|5|PRED 8|2|PUNCT],[pro:sub|she~cop|be&3S] [adj|good] [pro:sub|she~cop|be&3S] [adv|very] [adj|good .],,,,,,,,,,CameraOperatorofLily_Lily020215b_11
12,Mother,Lily020215b,my sister I was watching my sister's kids yesterday she's got a (t:t:trail off),Lily,0.0,0.0,[],[1|2|MOD] [2|0|ROOT] [3|5|SUBJ] [4|5|AUX] [5|2|PUNCT] [6|7|MOD] [7|9|MOD 8|7|POSS] [9|5|ROOT] [10|13|JCT] [11|13|SUBJ 12|13|AUX] [13|9|ROOT] [14|15|DET 15|13|OBJ],[det:poss|my] [n|sister] [pro:sub|I] [aux|be&PAST&13S] [n:gerund|watch-PRESP] [det:poss|my] [n|sister~poss|s] [n|kid-PL] [adv:tem|yesterday] [pro:sub|she~aux|be&3S] [part|get&PASTP] [det:art|a (mt:trail off)],,,,,,,,,,MotherofLily_Lily020215b_12
13,Mother,Lily020215b,neighbor across the street who's very very nice but she must think that Lily is like six months old <be>cause she's always like (t:t:trail off),Lily,0.0,0.0,[],[1|0|INCROOT] [2|1|NJCT] [3|4|DET] [4|2|POBJ] [5|9|LINK 6|9|AUX] [7|9|JCT] [8|9|JCT] [9|4|CMOD] [10|13|LINK] [11|13|SUBJ] [12|13|AUX] [13|9|CJCT] [14|16|LINK] [15|16|SUBJ] [16|13|COMP] [17|19|COM] [18|19|QUANT] [19|16|PRED] [20|19|PRED] [21|25|LINK] [22|25|SUBJ 23|25|AUX] [24|25|JCT] [25|20|COM 26|1|PUNCT],[n|neighbor] [prep|across] [det:art|the] [n|street] [pro:rel|who~aux|be&3S] [adv|very] [adv|very] [adj|nice] [conj|but] [pro:sub|she] [mod|must] [v|think] [pro:rel|that] [n:prop|Lily] [cop|be&3S] [co|like] [det:num|six] [n|month-PL] [adj|old] [conj|because] [pro:sub|she~aux|be&3S] [adv|always] [co|like (mt:trail off)],,,,,,,,,,MotherofLily_Lily020215b_13
14,Lily,Lily020215b,and yyy the other one had yyy .,Lily,35.29,42.508,[],[1|5|LINK] [] [2|4|DET] [3|4|QUANT] [4|5|SUBJ] [5|0|ROOT] [6|5|PUNCT],[coord|and] [] [det:art|the] [qn|other] [pro:indef|one] [v|have&PAST] [.],,,,,,,,,,LilyofLily_Lily020215b_14
15,Lily,Lily020215b,yyy .,Lily,42.508,44.22,[],[],[],,,,,,,,,,LilyofLily_Lily020215b_15
16,Mother,Lily020215b,hello Lily .,Lily,0.0,0.0,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|hello] [n:prop|Lily .],,,,,,,,,,MotherofLily_Lily020215b_16
17,Mother,Lily020215b,hello .,Lily,44.22,45.708,[],[1|0|INCROOT 2|1|PUNCT],[co|hello .],,,,,,,,,,MotherofLily_Lily020215b_17
18,Mother,Lily020215b,do you see the picture of the chicken ?,Lily,45.708,48.395,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|5|NJCT] [7|8|DET] [8|6|POBJ 9|3|PUNCT],[mod|do] [pro:per|you] [v|see] [det:art|the] [n|picture] [prep|of] [det:art|the] [n|chicken ?],,,,,,,,,,MotherofLily_Lily020215b_18
19,Mother,Lily020215b,that's a chicken .,Lily,48.395,49.773,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [n|chicken .],,,,,,,,,,MotherofLily_Lily020215b_19
20,Mother,Lily020215b,do you know what a chicken says ?,Lily,49.773,52.045,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|7|LINK] [5|6|DET] [6|7|SUBJ] [7|3|COMP 8|3|PUNCT],[mod|do] [pro:per|you] [v|know] [pro:int|what] [det:art|a] [n|chicken] [v|say-3S ?],,,,,,,,,,MotherofLily_Lily020215b_20
21,Mother,Lily020215b,do you know the word egg ?,Lily,52.045,53.886,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ 7|3|PUNCT],[mod|do] [pro:per|you] [v|know] [det:art|the] [n|word] [n|egg ?],,,,,,,,,,MotherofLily_Lily020215b_21
22,Mother,Lily020215b,egg .,Lily,53.886,54.963,[],[1|0|INCROOT 2|1|PUNCT],[n|egg .],,,,,,,,,,MotherofLily_Lily020215b_22
23,Lily,Lily020215b,what's the egg say mom ?,Lily,54.963,59.635,[],[1|5|SUBJ 2|5|AUX] [3|4|DET] [4|5|SUBJ] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[pro:int|what~aux|be&3S] [det:art|the] [n|egg] [v|say] [n|mom ?],,,,,,,,,,LilyofLily_Lily020215b_23
24,Mother,Lily020215b,you know I'm like Lily what's next to Georgia ?,Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|5|SUBJ 4|5|AUX] [5|2|COMP] [6|5|OBJ] [7|9|MOD 8|7|POSS] [9|6|JCT] [10|9|JCT] [11|10|POBJ 12|2|PUNCT],[pro:per|you] [v|know] [pro:sub|I~aux|be&1S] [v|like] [n:prop|Lily] [pro:int|what~poss|s] [adv|next] [prep|to] [n:prop|Georgia ?],,,,,,,,,,MotherofLily_Lily020215b_24
25,Mother,Lily020215b,what's the egg say ?,Lily,59.635,61.768,[],[1|5|LINK 2|5|AUX] [3|4|DET] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[pro:int|what~aux|be&3S] [det:art|the] [n|egg] [v|say ?],,,,,,,,,,MotherofLily_Lily020215b_25
26,CameraOperator,Lily020215b,lady she's talking in sentences .,Lily,0.0,0.0,[],[1|4|LINK] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[n|lady] [pro:sub|she~aux|be&3S] [part|talk-PRESP] [prep|in] [n|sentence-PL .],,,,,,,,,,CameraOperatorofLily_Lily020215b_26
27,Lily,Lily020215b,what .,Lily,61.768,64.121,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what .],,,,,,,,,,LilyofLily_Lily020215b_27
28,Mother,Lily020215b,the egg really doesn't say that much .,Lily,0.0,0.0,[],[1|2|DET] [2|6|SUBJ] [3|6|JCT] [4|6|AUX 5|4|NEG] [6|0|ROOT] [7|8|LINK] [8|6|COMP 9|6|PUNCT],[det:art|the] [n|egg] [adv|real&dadj-LY] [mod|do&3S~neg|not] [v|say] [pro:rel|that] [qn|much .],,,,,,,,,,MotherofLily_Lily020215b_28
29,Mother,Lily020215b,the chicken comes out of the egg .,Lily,64.121,65.511,[],[1|2|DET] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|3|JCT] [6|7|DET] [7|5|POBJ 8|3|PUNCT],[det:art|the] [n|chicken] [v|come-3S] [adv|out] [prep|of] [det:art|the] [n|egg .],,,,,,,,,,MotherofLily_Lily020215b_29
30,Mother,Lily020215b,what does the chicken say ?,Lily,65.511,66.326,[],[1|2|LINK] [2|0|ROOT] [3|4|DET] [4|5|SUBJ] [5|2|COMP 6|2|PUNCT],[pro:int|what] [v|do&3S] [det:art|the] [n|chicken] [v|say ?],,,,,,,,,,MotherofLily_Lily020215b_30
31,Lily,Lily020215b,yyy .,Lily,66.381,67.488,[],[],[],,,,,,,,,,LilyofLily_Lily020215b_31
32,Mother,Lily020215b,does the chicken say bach@o bach@o bach@o ?,Lily,67.488,69.443,[],[1|4|LINK] [2|3|DET] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ] [6|5|CONJ] [7|6|COORD 8|4|PUNCT],[mod|do&3S] [det:art|the] [n|chicken] [v|say] [on|bach] [on|bach] [on|bach ?],,,,,,,,,,MotherofLily_Lily020215b_32
33,Lily,Lily020215b,no .,Lily,69.443,70.258,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,LilyofLily_Lily020215b_33
34,Mother,Lily020215b,no ?,Lily,70.258,71.193,[],[1|0|INCROOT 2|1|PUNCT],[co|no ?],,,,,,,,,,MotherofLily_Lily020215b_34
35,Mother,Lily020215b,no ?,Lily,71.193,74.38,[],[1|0|INCROOT 2|1|PUNCT],[co|no ?],,,,,,,,,,MotherofLily_Lily020215b_35
36,Mother,Lily020215b,but she doesn't really talk around her .,Lily,74.38,76.525,[],[1|6|LINK] [2|6|SUBJ] [3|6|AUX 4|3|NEG] [5|6|JCT] [6|0|ROOT] [7|6|JCT] [8|7|POBJ 9|6|PUNCT],[conj|but] [pro:sub|she] [mod|do&3S~neg|not] [adv|real&dadj-LY] [n|talk] [prep|around] [pro:obj|her .],,,,,,,,,,MotherofLily_Lily020215b_36
37,Lily,Lily020215b,oh in one yyy .,Lily,76.525,81.263,[],[1|3|COM] [2|3|JCT] [3|0|ROOT] [4|3|PUNCT],[co|oh] [adv|in] [pro:indef|one] [.],,,,,,,,,,LilyofLily_Lily020215b_37
38,Mother,Lily020215b,this woman is so like hello so then Lily's like .,Lily,0.0,0.0,[],[1|2|DET] [2|8|SUBJ] [3|8|AUX] [4|8|JCT] [5|4|JCT] [6|5|POBJ] [7|8|JCT] [8|0|ROOT] [9|8|OBJ 10|9|POSS] [11|9|JCT 12|8|PUNCT],[pro:dem|this] [n|woman] [aux|be&3S] [adv|so] [prep|like] [n|hello] [adv|so] [adv:tem|then] [n:prop|Lily~poss|s] [prep|like .],,,,,,,,,,MotherofLily_Lily020215b_38
39,CameraOperator,Lily020215b,she's startled by her .,Lily,81.263,82.505,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[pro:sub|she~aux|be&3S] [part|startle-PASTP] [prep|by] [pro:obj|her .],,,,,,,,,,CameraOperatorofLily_Lily020215b_39
40,CameraOperator,Lily020215b,I would be too .,Lily,82.505,84.013,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|PQ 5|3|PUNCT],[pro:sub|I] [mod|will&COND] [cop|be] [post|too .],,,,,,,,,,CameraOperatorofLily_Lily020215b_40
41,Lily,Lily020215b,where's my orange ?,Lily,84.10300000000001,86.453,[],[1|2|LINK 2|0|ROOT] [3|4|MOD] [4|2|PRED 5|2|PUNCT],[adv:int|where~cop|be&3S] [det:poss|my] [n|orange ?],,,,,,,,,,LilyofLily_Lily020215b_41
42,Mother,Lily020215b,oh your other lil (replacement:replacement:little) robot guy ?,Lily,86.453,88.511,[],[1|6|COM] [2|6|MOD] [3|6|QUANT] [4|6|MOD] [5|6|MOD] [6|0|ROOT 7|6|PUNCT],[co|oh] [det:poss|your] [qn|other] [adj|little] [n|robot] [n|guy ?],,,,,,,,,,MotherofLily_Lily020215b_42
43,Mother,Lily020215b,I don't know .,Lily,88.511,89.98,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|know .],,,,,,,,,,MotherofLily_Lily020215b_43
44,Mother,Lily020215b,where did he go ?,Lily,89.98,93.186,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[adv:int|where] [mod|do&PAST] [pro:sub|he] [v|go ?],,,,,,,,,,MotherofLily_Lily020215b_44
45,Lily,Lily020215b,where'd (replacement:replacement:where did) he go ?,Lily,93.186,97.088,[],[1|4|LINK 2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[adv:int|where mod|do&PAST] [pro:sub|he] [v|go ?],,,,,,,,,,LilyofLily_Lily020215b_45
46,Mother,Lily020215b,look here's Mister asparagus .,Lily,0.0,0.0,[],[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|5|MOD] [5|3|PRED 6|3|PUNCT],[co|look] [pro:exist|here~cop|be&3S] [n:prop|Mister] [n|asparagus .],,,,,,,,,,MotherofLily_Lily020215b_46
47,Lily,Lily020215b,where is &-um the robot ?,Lily,97.088,101.516,[],[1|2|LINK] [2|0|ROOT] [] [3|4|DET] [4|2|PRED 5|2|PUNCT],[adv:int|where] [cop|be&3S] [] [det:art|the] [n|robot ?],,,,,,,,,,LilyofLily_Lily020215b_47
48,Mother,Lily020215b,where is the robot ?,Lily,101.516,102.126,[],[1|2|LINK] [2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[adv:int|where] [cop|be&3S] [det:art|the] [n|robot ?],,,,,,,,,,MotherofLily_Lily020215b_48
49,Mother,Lily020215b,I'll check the kitchen but (.) .,Lily,102.126,103.321,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|DET] [5|3|OBJ] [6|3|JCT 7|3|PUNCT],[pro:sub|I~mod|will] [v|check] [det:art|the] [n|kitchen] [conj|but .],,,,,,,,,,MotherofLily_Lily020215b_49
50,Mother,Lily020215b,I'm not sure maybe in the car .,Lily,103.321,105.148,[],[1|2|SUBJ 2|0|ROOT] [3|2|NEG] [4|2|PRED] [5|2|JCT] [6|2|JCT] [7|8|DET] [8|6|POBJ 9|2|PUNCT],[pro:sub|I~cop|be&1S] [neg|not] [adj|sure] [adv|maybe] [prep|in] [det:art|the] [n|car .],,,,,,,,,,MotherofLily_Lily020215b_50
51,Mother,Lily020215b,I don't remember .,Lily,105.263,106.53,[],[1|4|SUBJ] [2|4|AUX 3|2|NEG] [4|0|ROOT 5|4|PUNCT],[pro:sub|I] [mod|do~neg|not] [v|remember .],,,,,,,,,,MotherofLily_Lily020215b_51
52,Mother,Lily020215b,we'll have_to see .,Lily,106.53,108.256,[],[1|4|SUBJ 2|4|AUX] [3|4|AUX] [4|0|ROOT 5|4|PUNCT],[pro:sub|we~mod|will] [mod:aux|have_to] [v|see .],,,,,,,,,,MotherofLily_Lily020215b_52
53,Lily,Lily020215b,yyy yyy yyy yyy yyy yyy .,Lily,108.256,115.216,[],[],[],,,,,,,,,,LilyofLily_Lily020215b_53
54,Mother,Lily020215b,hm: not in the kitchen .,Lily,0.0,0.0,[],[1|0|INCROOT] [2|1|NEG] [3|1|JCT] [4|5|DET] [5|3|POBJ 6|1|PUNCT],[co|hm] [neg|not] [prep|in] [det:art|the] [n|kitchen .],,,,,,,,,,MotherofLily_Lily020215b_54
55,Lily,Lily020215b,yyy yyy yyy yyy yyy yyy yyy yyy .,Lily,115.216,124.913,[],[],[],,,,,,,,,,LilyofLily_Lily020215b_55
56,Mother,Lily020215b,don't see it .,Lily,0.0,0.0,[],[1|3|AUX 2|1|NEG] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|do~neg|not] [v|see] [pro:per|it .],,,,,,,,,,MotherofLily_Lily020215b_56
57,Lily,Lily020215b,mom .,Lily,124.913,126.623,[],[1|0|INCROOT 2|1|PUNCT],[n|mom .],,,,,,,,,,LilyofLily_Lily020215b_57
58,Mother,Lily020215b,yes .,Lily,126.623,127.155,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,MotherofLily_Lily020215b_58
59,Lily,Lily020215b,yyy yyy .,Lily,127.155,128.881,[],[],[],,,,,,,,,,LilyofLily_Lily020215b_59
60,Mother,Lily020215b,see it's the living room .,Lily,128.881,130.19,[],[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|PRED 7|3|PUNCT],[co|see] [pro:per|it~cop|be&3S] [det:art|the] [part|live-PRESP] [n|room .],,,,,,,,,,MotherofLily_Lily020215b_60
61,Lily,Lily020215b,where is me ?,Lily,130.19,135.108,[],[1|3|LINK] [2|3|AUX] [3|0|INCROOT 4|3|PUNCT],[adv:int|where] [aux|be&3S] [pro:obj|me ?],,,,,,,,,,LilyofLily_Lily020215b_61
62,Mother,Lily020215b,oh do you want me to turn it around ?,Lily,135.108,136.84,[],[1|2|COM] [2|0|ROOT] [3|2|OBJ] [4|2|COMP] [5|4|OBJ] [6|7|INF] [7|4|XCOMP] [8|7|OBJ] [9|7|JCT 10|2|PUNCT],[co|oh] [v|do] [pro:per|you] [v|want] [pro:obj|me] [inf|to] [v|turn] [pro:per|it] [adv|around ?],,,,,,,,,,MotherofLily_Lily020215b_62
63,Mother,Lily020215b,okay .,Lily,136.84,137.858,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily020215b_63
64,Mother,Lily020215b,you go stand in front of the camera honey .,Lily,137.858,140.083,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|4|POBJ] [6|5|NJCT] [7|9|DET] [8|9|MOD] [9|6|POBJ 10|2|PUNCT],[pro:per|you] [v|go] [n|stand] [prep|in] [n|front] [prep|of] [det:art|the] [n|camera] [n|honey .],,,,,,,,,,MotherofLily_Lily020215b_64
65,Mother,Lily020215b,stand over here you can see yourself .,Lily,140.083,141.965,[],[1|0|ROOT] [2|1|JCT] [3|6|JCT] [4|6|SUBJ] [5|6|AUX] [6|1|COMP] [7|6|OBJ 8|1|PUNCT],[v|stand] [adv|over] [adv|here] [pro:per|you] [mod|can] [v|see] [pro:refl|yourself .],,,,,,,,,,MotherofLily_Lily020215b_65
66,Mother,Lily020215b,come this way .,Lily,141.965,144.481,[],[1|0|ROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[v|come] [pro:dem|this] [n|way .],,,,,,,,,,MotherofLily_Lily020215b_66
67,Mother,Lily020215b,this way .,Lily,144.481,145.708,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|this] [n|way .],,,,,,,,,,MotherofLily_Lily020215b_67
68,Mother,Lily020215b,that way .,Lily,145.708,148.061,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[pro:dem|that] [n|way .],,,,,,,,,,MotherofLily_Lily020215b_68
69,Mother,Lily020215b,keep going .,Lily,148.061,148.851,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|keep] [n:gerund|go-PRESP .],,,,,,,,,,MotherofLily_Lily020215b_69
70,Mother,Lily020215b,&ut there's mommy .,Lily,148.843,150.953,[],[] [1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[] [pro:exist|there~cop|be&3S] [n|mommy .],,,,,,,,,,MotherofLily_Lily020215b_70
71,Lily,Lily020215b,mom and me .,Lily,150.953,153.711,[],[1|0|INCROOT] [2|1|CONJ] [3|2|COORD 4|1|PUNCT],[n|mom] [coord|and] [pro:obj|me .],,,,,,,,,,LilyofLily_Lily020215b_71
72,Mother,Lily020215b,let's see where you are .,Lily,153.711,155.038,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP] [4|6|LINK] [5|6|SUBJ] [6|3|COMP 7|1|PUNCT],[v|let~pro:obj|us] [v|see] [pro:rel|where] [pro:per|you] [cop|be&PRES .],,,,,,,,,,MotherofLily_Lily020215b_72
73,Mother,Lily020215b,&ut hello .,Lily,155.038,158.016,[],[] [1|0|INCROOT 2|1|PUNCT],[] [co|hello .],,,,,,,,,,MotherofLily_Lily020215b_73
74,Mother,Lily020215b,do you see yourself ?,Lily,158.016,159.82999999999998,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ 5|3|PUNCT],[mod|do] [pro:per|you] [v|see] [pro:refl|yourself ?],,,,,,,,,,MotherofLily_Lily020215b_74
75,Lily,Lily020215b,yyy .,Lily,159.82999999999998,160.481,[],[],[],,,,,,,,,,LilyofLily_Lily020215b_75
76,Mother,Lily020215b,hey Manuela .,Lily,160.481,162.451,[],[1|2|COM] [2|0|ROOT 3|2|PUNCT],[co|hey] [n:prop|Manuela .],,,,,,,,,,MotherofLily_Lily020215b_76
77,Mother,Lily020215b,what's e@l i@l s@l ?,Lily,162.451,164.13,[],[1|3|LINK 2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|4|POSS 6|3|PUNCT],[pro:int|what~aux|be&3S] [n:let|e] [n:let|i] [n:let|s ?],,,,,,,,,,MotherofLily_Lily020215b_77
78,CameraOperator,Lily020215b,I have no idea .,Lily,164.13,166.323,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ 5|2|PUNCT],[pro:sub|I] [v|have] [qn|no] [n|idea .],,,,,,,,,,CameraOperatorofLily_Lily020215b_78
79,Mother,Lily020215b,on a camera .,Lily,0.0,0.0,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|1|PUNCT],[prep|on] [det:art|a] [n|camera .],,,,,,,,,,MotherofLily_Lily020215b_79
80,Mother,Lily020215b,<be>cause that actually &-um we get that on our camcorder .,Lily,166.323,168.995,[],[1|2|LINK] [2|3|DET] [3|5|JCT] [] [4|5|SUBJ] [5|0|ROOT] [6|5|OBJ] [7|5|JCT] [8|9|MOD] [9|7|POBJ 10|5|PUNCT],[conj|because] [pro:dem|that] [adv|actual&dadj-LY] [] [pro:sub|we] [v|get] [pro:dem|that] [prep|on] [det:poss|our] [n|camcorder .],,,,,,,,,,MotherofLily_Lily020215b_80
81,Mother,Lily020215b,it makes everything sound really really fuzzy .,Lily,168.95600000000002,171.52100000000002,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|OBJ] [5|7|JCT] [6|7|JCT] [7|4|POSTMOD 8|2|PUNCT],[pro:per|it] [v|make-3S] [pro:indef|everything] [n|sound] [adv|real&dadj-LY] [adv|real&dadj-LY] [adj|fuzz&dn-Y .],,,,,,,,,,MotherofLily_Lily020215b_81
82,Lily,Lily020215b,that's me .,Lily,171.52100000000002,173.166,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that~cop|be&3S] [pro:obj|me .],,,,,,,,,,LilyofLily_Lily020215b_82
83,Mother,Lily020215b,like when we play it back when we have the e@l i@l s@l button .,Lily,173.166,175.725,[],[1|4|COM] [2|4|LINK] [3|4|SUBJ] [4|0|ROOT] [5|4|OBJ] [6|4|JCT] [7|9|LINK] [8|9|SUBJ] [9|4|CJCT] [10|11|DET] [11|9|OBJ] [12|14|MOD] [13|14|MOD] [14|11|APP 15|4|PUNCT],[co|like] [conj|when] [pro:sub|we] [v|play] [pro:per|it] [adv|back] [conj|when] [pro:sub|we] [v|have] [det:art|the] [n:let|e] [n:let|i] [n:let|s] [n|button .],,,,,,,,,,MotherofLily_Lily020215b_83
84,Mother,Lily020215b,put on by accident it comes back like static over the whole thing .,Lily,175.835,179.696,[],[1|6|LINK] [2|1|JCT] [3|1|JCT] [4|3|POBJ] [5|6|SUBJ] [6|0|ROOT] [7|6|SUBJ] [8|6|COM] [9|6|JCT] [10|9|JCT] [11|13|DET] [12|13|MOD] [13|10|POBJ 14|6|PUNCT],[part|put&PASTP] [adv|on] [prep|by] [n|accident] [pro:per|it] [v|come-3S] [adj|back] [co|like] [adj|static] [prep|over] [det:art|the] [adj|whole] [n|thing .],,,,,,,,,,MotherofLily_Lily020215b_84
85,CameraOperator,Lily020215b,hm: .,Lily,179.696,180.625,[],[1|0|INCROOT 2|1|PUNCT],[co|hm .],,,,,,,,,,CameraOperatorofLily_Lily020215b_85
86,Mother,Lily020215b,I wanna know if that's (t:t:trail off),Lily,180.625,183.183,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|LINK] [5|6|SUBJ 6|3|CJCT 7|3|PUNCT],[pro:sub|I] [mod:aux|wanna] [v|know] [conj|if] [pro:dem|that~cop|be&3S (mt:trail off)],,,,,,,,,,MotherofLily_Lily020215b_86
