Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
11,Mother,Lily020215a,dirty .,Lily,23.561,30.36,MOT emphasizes the vowel in the word dirty .[],[1|0|INCROOT 2|1|PUNCT],[adj|dirt&dn-Y .],,,,,,,,,,MotherofLily_Lily020215a_11
12,Mother,Lily020215a,sweetie know what we might do this weekend ?,Lily,30.36,33.585,[],[1|2|COM] [2|0|ROOT] [3|6|LINK] [4|6|SUBJ] [5|6|AUX] [6|2|COMP] [7|8|DET] [8|6|OBJ 9|2|PUNCT],[co|sweetie] [v|know] [pro:int|what] [pro:sub|we] [mod|might] [v|do] [pro:dem|this] [n|+n|week+n|end ?],,,,,,,,,,MotherofLily_Lily020215a_12
13,Mother,Lily020215a,do you wanna go see a movie tomorrow with Gabby ?,Lily,33.585,36.778,[],[1|5|AUX] [2|5|SUBJ] [3|5|AUX] [4|5|SRL] [5|0|ROOT] [6|7|DET] [7|5|OBJ] [8|7|XMOD] [9|8|JCT] [10|9|POBJ 11|5|PUNCT],[mod|do] [pro:per|you] [mod:aux|wanna] [v|go] [v|see] [det:art|a] [n|movie] [adv:tem|tomorrow] [prep|with] [n:prop|Gabby ?],,,,,,,,,,MotherofLily_Lily020215a_13
14,Lily,Lily020215a,what movie I like ?,Lily,36.778,40.096,[],[1|2|MOD] [2|0|INCROOT] [3|2|CMOD] [4|3|COM 5|2|PUNCT],[pro:int|what] [n|movie] [pro:sub|I] [co|like ?],,,,,,,,,,LilyofLily_Lily020215a_14
15,Mother,Lily020215a,oh we were thinking of going to see the new Piglet movie .,Lily,40.096,42.295,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|5|POBJ] [7|8|INF] [8|4|XCOMP] [9|12|DET] [10|12|MOD] [11|12|MOD] [12|8|OBJ 13|4|PUNCT],[co|oh] [pro:sub|we] [aux|be&PAST] [part|think-PRESP] [prep|of] [n:gerund|go-PRESP] [inf|to] [v|see] [det:art|the] [adj|new] [n:prop|Piglet] [n|movie .],,,,,,,,,,MotherofLily_Lily020215a_15
16,Mother,Lily020215a,what do you think of that ?,Lily,42.295,43.191,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[pro:int|what] [mod|do] [pro:per|you] [v|think] [prep|of] [pro:dem|that ?],,,,,,,,,,MotherofLily_Lily020215a_16
17,Mother,Lily020215a,will that be good ?,Lily,43.191,45.105,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|PRED 5|3|PUNCT],[mod|will] [det:dem|that] [cop|be] [adj|good ?],,,,,,,,,,MotherofLily_Lily020215a_17
18,Lily,Lily020215a,yeah .,Lily,45.105,45.705,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020215a_18
19,Mother,Lily020215a,that will be fun wouldn't it ?,Lily,45.705,46.875,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|PRED] [5|7|AUX 6|5|NEG] [7|4|OBJ 8|3|PUNCT],[pro:dem|that] [mod|will] [cop|be] [n|fun] [mod|will&COND~neg|not] [pro:per|it ?],,,,,,,,,,MotherofLily_Lily020215a_19
20,Mother,Lily020215a,I think it would .,Lily,46.875,48.713,[],[1|2|SUBJ] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP 5|2|PUNCT],[pro:sub|I] [v|think] [pro:per|it] [mod|will&COND .],,,,,,,,,,MotherofLily_Lily020215a_20
21,Mother,Lily020215a,let me see if I have another sippy cup in here sweetie .,Lily,48.713,50.571,[],[1|0|ROOT] [2|1|OBJ] [3|1|XCOMP] [4|6|LINK] [5|6|SUBJ] [6|3|CJCT] [7|9|QUANT] [8|9|MOD] [9|6|OBJ] [10|6|JCT] [11|12|JCT] [12|10|POBJ 13|1|PUNCT],[v|let&ZERO] [pro:obj|me] [v|see] [conj|if] [pro:sub|I] [v|have] [qn|another] [adj|sip&dv-Y] [n|cup] [prep|in] [adv|here] [co|sweetie .],,,,,,,,,,MotherofLily_Lily020215a_21
22,Mother,Lily020215a,<be>cause this one is so dirty mommy can barely get it clean .,Lily,50.571,54.036,[],[1|3|LINK] [2|3|DET] [3|10|SUBJ] [4|10|AUX] [5|10|JCT] [6|7|MOD] [7|10|SUBJ] [8|10|AUX] [9|10|JCT] [10|0|ROOT] [11|12|SUBJ] [12|10|COMP 13|10|PUNCT],[conj|because] [pro:dem|this] [pro:indef|one] [aux|be&3S] [adv|so] [adj|dirt&dn-Y] [n|mommy] [mod|can] [adv|bare&dadj-LY] [v|get] [pro:per|it] [v|clean .],,,,,,,,,,MotherofLily_Lily020215a_22
23,Mother,Lily020215a,okey_dokey .,Lily,80.715,82.543,[],[1|0|INCROOT 2|1|PUNCT],[co|okey_dokey .],,,,,,,,,,MotherofLily_Lily020215a_23
24,Mother,Lily020215a,cranberry juice .,Lily,82.543,84.69,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|cranberry] [n|juice .],,,,,,,,,,MotherofLily_Lily020215a_24
25,Mother,Lily020215a,here we come .,Lily,84.69,86.458,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|here] [pro:sub|we] [v|come .],,,,,,,,,,MotherofLily_Lily020215a_25
26,Mother,Lily020215a,did you have a good time at Auntie's house last night ?,Lily,96.276,99.323,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ] [7|6|NJCT] [8|12|MOD 9|8|POSS] [10|12|MOD] [11|12|MOD] [12|7|POBJ 13|3|PUNCT],[v|do&PAST] [pro:per|you] [v|have] [det:art|a] [adj|good] [n|time] [prep|at] [n:prop|Auntie~poss|s] [n|house] [adj|last] [n|night ?],,,,,,,,,,MotherofLily_Lily020215a_26
27,Lily,Lily020215a,yeah .,Lily,99.323,100.091,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020215a_27
28,Mother,Lily020215a,yeah .,Lily,100.091,100.875,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofLily_Lily020215a_28
29,Mother,Lily020215a,what did you do ?,Lily,100.875,102.1,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [mod|do&PAST] [pro:per|you] [v|do ?],,,,,,,,,,MotherofLily_Lily020215a_29
30,Lily,Lily020215a,what come from this eye ?,Lily,102.1,105.795,[],[1|2|LINK] [2|0|ROOT] [3|2|JCT] [4|5|DET] [5|3|POBJ 6|2|PUNCT],[pro:int|what] [v|come] [prep|from] [pro:dem|this] [n|eye ?],,,,,,,,,,LilyofLily_Lily020215a_30
31,Mother,Lily020215a,where did that eye come from ?,Lily,105.795,107.208,[],[1|5|LINK] [2|5|AUX] [3|4|DET] [4|5|SUBJ] [5|0|ROOT] [6|5|JCT 7|5|PUNCT],[adv:int|where] [mod|do&PAST] [pro:dem|that] [n|eye] [v|come] [prep|from ?],,,,,,,,,,MotherofLily_Lily020215a_31
32,Mother,Lily020215a,did it come from Bob ?,Lily,107.208,108.631,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[v|do&PAST] [pro:per|it] [v|come] [prep|from] [n:prop|Bob ?],,,,,,,,,,MotherofLily_Lily020215a_32
33,Lily,Lily020215a,and come from eye big Bob .,Lily,108.746,112.881,[],[1|2|LINK] [2|0|ROOT] [3|2|JCT] [4|6|MOD] [5|6|MOD] [6|3|POBJ 7|2|PUNCT],[coord|and] [v|come] [prep|from] [n|eye] [adj|big] [n:prop|Bob .],,,,,,,,,,LilyofLily_Lily020215a_33
34,Mother,Lily020215a,big Bob .,Lily,0.0,0.0,[],[1|0|INCROOT] [2|1|ENUM 3|1|PUNCT],[adj|big] [n:prop|Bob .],,,,,,,,,,MotherofLily_Lily020215a_34
35,Mother,Lily020215a,alright want me to hold the eye ?,Lily,112.881,114.363,[],[1|2|COM] [2|0|ROOT] [3|2|OBJ] [4|5|INF] [5|2|XCOMP] [6|7|DET] [7|5|OBJ 8|2|PUNCT],[co|alright] [v|want] [pro:obj|me] [inf|to] [v|hold] [det:art|the] [n|eye ?],,,,,,,,,,MotherofLily_Lily020215a_35
36,Mother,Lily020215a,thanks .,Lily,114.363,115.675,[],[1|0|INCROOT 2|1|PUNCT],[co|thanks .],,,,,,,,,,MotherofLily_Lily020215a_36
37,Mother,Lily020215a,thank you .,Lily,115.675,118.546,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],,,,,,,,,,MotherofLily_Lily020215a_37
38,Mother,Lily020215a,okay .,Lily,118.546,124.145,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofLily_Lily020215a_38
39,Mother,Lily020215a,wanna go tell Manuela what kind of cheese your eating ?,Lily,124.146,126.978,[],[1|3|AUX] [2|3|SRL] [3|0|ROOT] [4|3|OBJ] [5|6|MOD] [6|4|OBJ] [7|6|NJCT] [8|10|AUX] [9|10|MOD] [10|7|POBJ 11|3|PUNCT],[mod:aux|wanna] [v|go] [v|tell] [n:prop|Manuela] [pro:int|what] [n|kind] [prep|of] [n|cheese] [det:poss|your] [part|eat-PRESP ?],,,,,,,,,,MotherofLily_Lily020215a_39
40,Lily,Lily020215a,what ?,Lily,144.546,146.343,[],[1|0|INCROOT 2|1|PUNCT],[pro:int|what ?],,,,,,,,,,LilyofLily_Lily020215a_40
41,Lily,Lily020215a,what yyy look .,Lily,146.343,148.841,[],[1|0|INCROOT] [] [2|1|COM 3|1|PUNCT],[pro:int|what] [] [co|look .],,,,,,,,,,LilyofLily_Lily020215a_41
42,Lily,Lily020215a,look .,Lily,148.841,151.59,[],[1|0|INCROOT 2|1|PUNCT],[co|look .],,,,,,,,,,LilyofLily_Lily020215a_42
43,CameraOperator,Lily020215a,what is that ?,Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|what] [cop|be&3S] [pro:dem|that ?],,,,,,,,,,CameraOperatorofLily_Lily020215a_43
44,Lily,Lily020215a,it's smoked Buddha cheese .,Lily,151.59,154.046,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT],[pro:per|it~aux|be&3S] [part|smoke-PASTP] [n:prop|Buddha] [n|cheese .],,,,,,,,,,LilyofLily_Lily020215a_44
45,Lily,Lily020215a,it's yyy .,Lily,154.046,156.476,[],[1|2|SUBJ 2|0|ROOT] [3|2|PUNCT],[pro:per|it~cop|be&3S] [.],,,,,,,,,,LilyofLily_Lily020215a_45
46,Mother,Lily020215a,it's what kind of cheese is it ?,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|MOD] [4|2|PRED] [5|4|NJCT] [6|8|SUBJ] [7|8|AUX] [8|5|POBJ 9|2|PUNCT],[pro:per|it~aux|be&3S] [pro:int|what] [n|kind] [prep|of] [n|cheese] [aux|be&3S] [pro:per|it ?],,,,,,,,,,MotherofLily_Lily020215a_46
47,Lily,Lily020215a,it's smoked Buddha cheese .,Lily,156.476,158.878,[],[1|3|SUBJ 2|3|AUX] [3|0|ROOT] [4|5|MOD] [5|3|OBJ 6|3|PUNCT],[pro:per|it~aux|be&3S] [part|smoke-PASTP] [n:prop|Buddha] [n|cheese .],,,,,,,,,,LilyofLily_Lily020215a_47
48,Mother,Lily020215a,smoked gouda cheese .,Lily,158.878,160.686,[],[1|0|ROOT] [2|3|MOD] [3|1|OBJ 4|1|PUNCT],[v|smoke-PAST] [n|gouda] [n|cheese .],,,,,,,,,,MotherofLily_Lily020215a_48
49,CameraOperator,Lily020215a,Buddha magooda@wp .,Lily,160.686,162.631,[],[1|2|SUBJ] [2|0|INCROOT 3|2|PUNCT],[n:prop|Buddha] [wplay|magooda .],,,,,,,,,,CameraOperatorofLily_Lily020215a_49
50,Mother,Lily020215a,where do you see the Buddha ?,Lily,162.631,163.976,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[adv:int|where] [mod|do] [pro:per|you] [v|see] [det:art|the] [n:prop|Buddha ?],,,,,,,,,,MotherofLily_Lily020215a_50
51,Mother,Lily020215a,now that you have a mouth full of cheese .,Lily,163.976,166.743,[],[1|0|INCROOT] [2|4|LINK] [3|4|SUBJ] [4|1|CMOD] [5|6|DET] [6|4|OBJ] [7|6|POSTMOD] [8|7|JCT] [9|8|POBJ 10|1|PUNCT],[adv|now] [pro:rel|that] [pro:per|you] [v|have] [det:art|a] [n|mouth] [adj|full] [prep|of] [n|cheese .],,,,,,,,,,MotherofLily_Lily020215a_51
52,Lily,Lily020215a,yyy yyy .,Lily,166.743,168.14600000000002,CHI is eating cheese while speaking[],[],[],,,,,,,,,,LilyofLily_Lily020215a_52
53,Mother,Lily020215a,where did you see the big Buddha ?,Lily,168.14600000000002,169.898,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|OBJ 8|4|PUNCT],[adv:int|where] [mod|do&PAST] [pro:per|you] [v|see] [det:art|the] [adj|big] [n:prop|Buddha ?],,,,,,,,,,MotherofLily_Lily020215a_53
54,Lily,Lily020215a,yyy yyy .,Lily,169.898,172.616,[],[],[],,,,,,,,,,LilyofLily_Lily020215a_54
55,Mother,Lily020215a,we saw a big Buddha at the museum right ?,Lily,172.616,176.478,[],[1|2|SUBJ] [2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|OBJ] [6|9|JCT] [7|8|DET] [8|6|POBJ] [9|5|POSTMOD 10|2|PUNCT],[pro:sub|we] [v|see&PAST] [det:art|a] [adj|big] [n:prop|Buddha] [prep|at] [det:art|the] [n|museum] [adj|right ?],,,,,,,,,,MotherofLily_Lily020215a_55
56,Lily,Lily020215a,yyy .,Lily,176.478,178.24,[],[],[],,,,,,,,,,LilyofLily_Lily020215a_56
57,Mother,Lily020215a,we saw it in the museum here and we saw one in the museum in New York .,Lily,178.24,181.881,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|2|JCT] [5|6|DET] [6|4|POBJ] [7|2|JCT] [8|10|LINK] [9|10|SUBJ] [10|2|CJCT] [11|10|OBJ] [12|11|JCT] [13|14|DET] [14|12|POBJ] [15|11|JCT] [16|15|POBJ] [17|15|POBJ 18|2|PUNCT],[pro:sub|we] [v|see&PAST] [pro:per|it] [prep|in] [det:art|the] [n|museum] [adv|here] [coord|and] [pro:sub|we] [v|see&PAST] [det:num|one] [prep|in] [det:art|the] [n|museum] [prep|in] [n:prop|New] [n:prop|York .],,,,,,,,,,MotherofLily_Lily020215a_57
58,Mother,Lily020215a,we saw lots_of Buddha's in the museum in New York .,Lily,181.881,184.046,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ 5|4|POSS] [6|4|JCT] [7|8|DET] [8|6|POBJ] [9|4|JCT] [10|9|POBJ] [11|9|POBJ 12|2|PUNCT],[pro:sub|we] [v|see&PAST] [qn|lots_of] [n:prop|Buddha~poss|s] [prep|in] [det:art|the] [n|museum] [prep|in] [n:prop|New] [n:prop|York .],,,,,,,,,,MotherofLily_Lily020215a_58
59,Mother,Lily020215a,right ?,Lily,184.046,190.745,[],[1|0|INCROOT 2|1|PUNCT],[co|right ?],,,,,,,,,,MotherofLily_Lily020215a_59
60,Lily,Lily020215a,mom more .,Lily,190.746,195.053,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|mom] [pro:indef|more .],,,,,,,,,,LilyofLily_Lily020215a_60
61,Mother,Lily020215a,my daughter in case you hadn't noticed has really peculiar eating habits .,Lily,0.0,0.0,[],[1|2|MOD] [2|0|INCROOT] [3|2|JCT] [4|3|POBJ] [5|8|SUBJ] [6|8|AUX 7|6|NEG] [8|2|XJCT] [9|13|AUX] [10|13|JCT] [11|13|MOD] [12|13|MOD] [13|8|OBJ 14|2|PUNCT],[det:poss|my] [n|daughter] [prep|in] [n|case] [pro:per|you] [aux|have&PAST~neg|not] [part|notice-PASTP] [aux|have&3S] [adv|real&dadj-LY] [adj|peculiar] [n:gerund|eat-PRESP] [n|habit-PL .],,,,,,,,,,MotherofLily_Lily020215a_61
62,Mother,Lily020215a,you want another piece of smoked gouda ?,Lily,195.053,196.893,[],[1|2|SUBJ] [2|0|ROOT] [3|4|QUANT] [4|2|OBJ] [5|4|NJCT] [6|7|MOD] [7|5|POBJ 8|2|PUNCT],[pro:per|you] [v|want] [qn|another] [n|piece] [prep|of] [part|smoke-PASTP] [n|gouda ?],,,,,,,,,,MotherofLily_Lily020215a_62
63,Mother,Lily020215a,okay you wanna sit in the rocking chair ?,Lily,196.893,199.478,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|8|DET] [7|8|MOD] [8|5|POBJ 9|4|PUNCT],[co|okay] [pro:per|you] [mod:aux|wanna] [v|sit] [prep|in] [det:art|the] [part|rock-PRESP] [n|chair ?],,,,,,,,,,MotherofLily_Lily020215a_63
64,Mother,Lily020215a,mommy will get you another piece .,Lily,199.478,200.813,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ2] [5|6|QUANT] [6|3|OBJ 7|3|PUNCT],[n|mommy] [mod|will] [v|get] [pro:per|you] [qn|another] [n|piece .],,,,,,,,,,MotherofLily_Lily020215a_64
65,Lily,Lily020215a,yyy .,Lily,200.813,202.123,[],[],[],,,,,,,,,,LilyofLily_Lily020215a_65
66,Mother,Lily020215a,what do you say ?,Lily,217.22,219.818,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [mod|do] [pro:per|you] [v|say ?],,,,,,,,,,MotherofLily_Lily020215a_66
67,Lily,Lily020215a,thank you .,Lily,219.818,220.658,[],[1|0|ROOT] [2|1|OBJ 3|1|PUNCT],[v|thank] [pro:per|you .],,,,,,,,,,LilyofLily_Lily020215a_67
68,Mother,Lily020215a,you're welcome .,Lily,220.658,221.49,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|you~cop|be&PRES] [adj|welcome .],,,,,,,,,,MotherofLily_Lily020215a_68
69,Mother,Lily020215a,whoa .,Lily,221.613,224.126,[],[1|0|INCROOT 2|1|PUNCT],[co|whoa .],,,,,,,,,,MotherofLily_Lily020215a_69
70,Mother,Lily020215a,whee .,Lily,224.126,226.46,[],[1|0|INCROOT 2|1|PUNCT],[co|whee .],,,,,,,,,,MotherofLily_Lily020215a_70
71,Mother,Lily020215a,oh you're rocking Ben .,Lily,226.46,230.765,[],[1|4|COM] [2|4|SUBJ 3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|4|PUNCT],[co|oh] [pro:per|you~aux|be&PRES] [part|rock-PRESP] [n:prop|Ben .],,,,,,,,,,MotherofLily_Lily020215a_71
72,Mother,Lily020215a,or are you rocking your juice ?,Lily,230.765,232.28,[],[1|0|INCROOT] [2|1|COORD] [3|2|OBJ] [4|3|XJCT] [5|6|MOD] [6|4|OBJ 7|1|PUNCT],[coord|or] [aux|be&PRES] [pro:per|you] [part|rock-PRESP] [det:poss|your] [n|juice ?],,,,,,,,,,MotherofLily_Lily020215a_72
73,Lily,Lily020215a,rocking my juice and Ben .,Lily,232.28,234.948,[],[1|0|INCROOT] [2|3|MOD] [3|1|OBJ] [4|1|CONJ] [5|4|COORD 6|1|PUNCT],[part|rock-PRESP] [det:poss|my] [n|juice] [coord|and] [n:prop|Ben .],,,,,,,,,,LilyofLily_Lily020215a_73
74,Mother,Lily020215a,oh .,Lily,234.948,235.771,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofLily_Lily020215a_74
75,CameraOperator,Lily020215a,oh .,Lily,235.771,236.796,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,CameraOperatorofLily_Lily020215a_75
76,Mother,Lily020215a,hey Lily did we meet a dog in the doggy park the other day whose name was Daisy ?,Lily,236.796,241.125,[],[1|5|COM] [2|5|SUBJ] [3|5|AUX] [4|5|SUBJ] [5|0|ROOT] [6|7|DET] [7|5|OBJ] [8|7|NJCT] [9|11|DET] [10|11|MOD] [11|8|POBJ] [12|14|DET] [13|14|QUANT] [14|7|APP] [15|17|LINK] [16|17|SUBJ] [17|14|CMOD] [18|17|PRED 19|5|PUNCT],[co|hey] [n:prop|Lily] [mod|do&PAST] [pro:sub|we] [v|meet] [det:art|a] [n|dog] [prep|in] [det:art|the] [n|dog-DIM] [n|park] [det:art|the] [qn|other] [n|day] [pro:rel|whose] [n|name] [cop|be&PAST&13S] [n:prop|Daisy ?],,,,,,,,,,MotherofLily_Lily020215a_76
77,Lily,Lily020215a,yeah .,Lily,241.125,242.125,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020215a_77
78,Mother,Lily020215a,and do you have a Daisy ?,Lily,242.125,243.938,[],[1|2|LINK] [2|0|ROOT] [3|4|SUBJ] [4|2|COMP] [5|6|DET] [6|4|OBJ 7|2|PUNCT],[coord|and] [v|do] [pro:per|you] [v|have] [det:art|a] [n:prop|Daisy ?],,,,,,,,,,MotherofLily_Lily020215a_78
79,Lily,Lily020215a,yeah .,Lily,243.938,244.716,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,LilyofLily_Lily020215a_79
80,Mother,Lily020215a,yeah .,Lily,244.716,245.651,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofLily_Lily020215a_80
81,Mother,Lily020215a,she said to me yesterday .,Lily,245.748,250.156,[],[1|2|SUBJ] [2|0|ROOT] [3|2|JCT] [4|3|POBJ] [5|2|JCT 6|2|PUNCT],[pro:sub|she] [v|say&PAST] [prep|to] [pro:obj|me] [adv:tem|yesterday .],,,,,,,,,,MotherofLily_Lily020215a_81
82,Mother,Lily020215a,this this would be a good study .,Lily,250.156,252.415,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|PRED 8|4|PUNCT],[pro:dem|this] [pro:dem|this] [mod|will&COND] [cop|be] [det:art|a] [adj|good] [n|study .],,,,,,,,,,MotherofLily_Lily020215a_82
83,Mother,Lily020215a,is this inbred in jewish children ?,Lily,252.415,254.573,[],[1|0|ROOT] [2|3|DET] [3|1|CPRED] [4|3|JCT] [5|6|MOD] [6|4|POBJ 7|1|PUNCT],[cop|be&3S] [pro:dem|this] [in#part|breed&PASTP] [prep|in] [adj|jewish] [n|child&PL ?],,,,,,,,,,MotherofLily_Lily020215a_83
84,Mother,Lily020215a,I know a few { well (?) } .,Lily,254.573,257.846,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|5|QUANT] [5|2|JCT 6|2|PUNCT],[pro:sub|I] [v|know] [det:art|a] [qn|few] [adv|well .],,,,,,,,,,MotherofLily_Lily020215a_84
85,Lily,Lily020215a,mom where's the scratchy one ?,Lily,257.846,263.5,[],[1|0|INCROOT] [2|3|LINK 3|1|CMOD] [4|6|DET] [5|6|MOD] [6|3|PRED 7|1|PUNCT],[n|mom] [adv:int|where~cop|be&3S] [det:art|the] [adj|scratch&dv-Y] [pro:indef|one ?],,,,,,,,,,LilyofLily_Lily020215a_85
86,Mother,Lily020215a,are you tying ?,Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[cop|be&PRES] [pro:per|you] [part|tie-PRESP ?],,,,,,,,,,MotherofLily_Lily020215a_86
87,Mother,Lily020215a,where's the scratch me at ?,Lily,263.501,265.14300000000003,[],[1|2|LINK 2|0|ROOT] [3|4|DET] [4|2|PRED] [5|4|OBJ] [6|4|JCT 7|2|PUNCT],[adv:int|where~cop|be&3S] [det:art|the] [v|scratch] [pro:obj|me] [prep|at ?],,,,,,,,,,MotherofLily_Lily020215a_87
88,Mother,Lily020215a,Ben's aren't so scratchy .,Lily,265.14300000000003,266.295,[],[1|6|SUBJ 2|1|POSS] [3|6|AUX 4|3|NEG] [5|6|JCT] [6|0|ROOT 7|6|PUNCT],[n:prop|Ben~poss|s] [aux|be&PRES~neg|not] [adv|so] [adj|scratch&dv-Y .],,,,,,,,,,MotherofLily_Lily020215a_88
