Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
13,Naima,Naima021008b,"so so , so xxx xxx then xxx the the the we yyy xxx this doll's stuffed animal .",Naima,46.663,56.485,[],[1|2|JCT] [2|5|JCT 3|2|LP] [4|5|JCT] [] [] [5|0|ROOT] [] [6|14|DET] [7|14|DET] [8|14|DET] [9|14|MOD] [] [] [10|14|MOD] [11|14|MOD 12|11|POSS] [13|14|MOD] [14|5|OBJ 15|5|PUNCT],[adv|so] [adv|so cm|cm] [adv|so] [] [] [adv:tem|then] [] [det:art|the] [det:art|the] [det:art|the] [pro:sub|we] [] [] [det:dem|this] [n|doll~poss|s] [part|stuff-PASTP] [n|animal .],,,,,,,,,,NaimaofNaima_Naima021008b_13
14,Naima,Naima021008b,when they're sick .,Naima,56.486,58.763,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT],[conj|when] [pro:sub|they~aux|be&PRES] [adj|sick .],,,,,,,,,,NaimaofNaima_Naima021008b_14
15,Mother,Naima021008b,what about the doll's stuffed animals ?,Naima,58.763,60.953,[],[1|7|LINK] [2|7|JCT] [3|4|DET] [4|7|MOD 5|4|POSS] [6|7|MOD] [7|0|INCROOT 8|7|PUNCT],[pro:int|what] [adv|about] [det:art|the] [n|doll~poss|s] [part|stuff-PASTP] [n|animal-PL ?],,,,,,,,,,MotherofNaima_Naima021008b_15
16,Naima,Naima021008b,when they're sick (t:t:trail off),Naima,60.953,62.698,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|3|PRED 5|3|PUNCT],[conj|when] [pro:sub|they~aux|be&PRES] [adj|sick (mt:trail off)],,,,,,,,,,NaimaofNaima_Naima021008b_16
17,Naima,Naima021008b,xxx maybe the daddy should go to work .,Naima,62.698,66.033,[],[] [1|5|JCT] [2|3|DET] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|7|INF] [7|5|XCOMP 8|5|PUNCT],[] [adv|maybe] [det:art|the] [n|daddy] [mod|should] [v|go] [inf|to] [v|work .],,,,,,,,,,NaimaofNaima_Naima021008b_17
18,Mother,Naima021008b,the daddy's (replacement:replacement:daddy is) gonna go to work now ?,Naima,66.033,68.24,[],[1|2|DET] [2|5|SUBJ 3|5|AUX] [4|5|AUX] [5|0|ROOT] [6|5|JCT] [7|6|POBJ] [8|5|JCT 9|5|PUNCT],[det:art|the] [n|daddy aux|be&3S] [mod:aux|gonna] [v|go] [prep|to] [n|work] [adv|now ?],,,,,,,,,,MotherofNaima_Naima021008b_18
19,Naima,Naima021008b,"yeah the daddy would , I think there's a computer , I wanna (replacement:replacement:want to) make something just like daddy's office .",Naima,68.24,77.305,[],[1|7|COM] [2|3|DET] [3|7|SUBJ] [4|7|AUX 5|4|LP] [6|7|SUBJ] [7|0|ROOT] [8|9|SUBJ 9|7|COMP] [10|11|DET] [11|9|PRED 12|11|LP] [13|14|SUBJ] [14|11|XMOD 15|16|INF] [16|14|XCOMP] [17|22|MOD] [18|22|MOD] [19|22|COM] [20|22|MOD 21|20|POSS] [22|16|OBJ 23|7|PUNCT],[co|yeah] [det:art|the] [n|daddy] [mod|will&COND cm|cm] [pro:sub|I] [v|think] [pro:exist|there~cop|be&3S] [det:art|a] [n|compute&dv-AGT cm|cm] [pro:sub|I] [v|want inf|to] [v|make] [pro:indef|something] [adj|just] [co|like] [n|daddy~poss|s] [n|office .],,,,,,,,,,NaimaofNaima_Naima021008b_19
20,Naima,Naima021008b,xxx .,Naima,77.305,80.473,[],[],[],,,,,,,,,,NaimaofNaima_Naima021008b_20
21,Mother,Naima021008b,"oh , he's gonna work down in the basement ?",Naima,0.0,0.0,[],[1|6|COM 2|1|LP] [3|6|SUBJ 4|6|AUX] [5|6|AUX] [6|0|ROOT] [7|6|JCT] [8|6|JCT] [9|10|DET] [10|8|POBJ 11|6|PUNCT],[co|oh cm|cm] [pro:sub|he~aux|be&3S] [mod:aux|gonna] [v|work] [adv|down] [prep|in] [det:art|the] [n|basement ?],,,,,,,,,,MotherofNaima_Naima021008b_21
22,Naima,Naima021008b,"no , he he's gonn<a> (replacement:replacement:going to) (t:t:interruption)",Naima,80.473,83.28999999999999,"original orthography: [no ,] [h < e@l > ] [he's] [gon < na > (replacement:going to) (t:interruption)][]",[1|6|COM 2|1|LP] [3|6|JCT] [4|6|SUBJ 5|6|AUX] [6|0|ROOT 7|6|JCT 8|6|PUNCT],[co|no cm|cm] [pro:sub|he] [pro:sub|he~aux|be&3S] [part|go-PRESP prep|to (mt:interruption)],,,,,,,,,,NaimaofNaima_Naima021008b_22
23,Mother,Naima021008b,that kind of office ?,Naima,0.0,0.0,[],[1|2|DET] [2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:dem|that] [adj|kind] [prep|of] [n|office ?],,,,,,,,,,MotherofNaima_Naima021008b_23
24,Naima,Naima021008b,"no , the the one you , yeah down in the basement .",Naima,83.28999999999999,89.271,[],[1|5|COM 2|1|LP] [3|5|DET] [4|5|DET] [5|0|ROOT] [6|5|OBJ 7|6|LP] [8|6|ENUM] [9|8|JCT] [10|8|JCT] [11|12|DET] [12|10|POBJ 13|5|PUNCT],[co|no cm|cm] [det:art|the] [det:art|the] [pro:indef|one] [pro:per|you cm|cm] [co|yeah] [adv|down] [prep|in] [det:art|the] [n|basement .],,,,,,,,,,NaimaofNaima_Naima021008b_24
25,Mother,Naima021008b,"the home office , the office at home ?",Naima,0.0,0.0,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|LP] [5|6|DET] [6|3|OBJ] [7|6|NJCT] [8|7|POBJ 9|3|PUNCT],[det:art|the] [n|home] [n|office cm|cm] [det:art|the] [n|office] [prep|at] [n|home ?],,,,,,,,,,MotherofNaima_Naima021008b_25
26,Mother,Naima021008b,okay ?,Naima,89.273,91.438,[],[1|0|INCROOT 2|1|PUNCT],[co|okay ?],,,,,,,,,,MotherofNaima_Naima021008b_26
27,Naima,Naima021008b,yeah xxx (t:t:interruption),Naima,91.438,95.475,[],[1|0|INCROOT] [2|1|PUNCT],[co|yeah] [(mt:interruption)],,,,,,,,,,NaimaofNaima_Naima021008b_27
28,Mother,Naima021008b,"is it , we could make , that could be the basement down there .",Naima,0.0,0.0,[],[1|0|ROOT] [2|1|OBJ 3|2|LP] [4|6|SUBJ] [5|6|AUX] [6|2|CJCT 7|6|LP] [8|10|SUBJ] [9|10|AUX] [10|6|COMP] [11|12|DET] [12|10|PRED] [13|12|NJCT] [14|13|JCT 15|1|PUNCT],[cop|be&3S] [pro:per|it cm|cm] [pro:sub|we] [mod|could] [v|make cm|cm] [det:dem|that] [mod|could] [cop|be] [det:art|the] [n|basement] [adv|down] [adv|there .],,,,,,,,,,MotherofNaima_Naima021008b_28
29,Naima,Naima021008b,"Mom , we could actually , I wanna , actually make an up above stairs one that's up here .",Naima,95.475,103.846,"original orthography: [Mom ,] [we] [could] [act < ually > ,] [I] [wanna ,] [actually] [make an] [up] [above] [stairs] [one] [that's] [up] [here] .[]",[1|11|SUBJ 2|1|LP] [3|4|SUBJ] [4|11|AUX] [5|4|JCT 6|4|LP] [7|11|SUBJ] [8|11|AUX 9|8|LP] [10|11|JCT] [11|0|ROOT 12|13|DET] [13|11|JCT] [14|11|JCT] [15|14|POBJ] [16|15|OBJ] [17|18|LINK 18|16|CMOD] [19|18|JCT] [20|19|POBJ 21|11|PUNCT],[n:prop|Mom cm|cm] [pro:sub|we] [mod|could] [adv|actual&dadj-LY cm|cm] [pro:sub|I] [mod:aux|wanna cm|cm] [adv|actual&dadj-LY] [v|make det:art|a] [adv|up] [prep|above] [n|stair-PL] [pro:indef|one] [pro:rel|that~aux|be&3S] [adv|up] [adv|here .],,,,,,,,,,NaimaofNaima_Naima021008b_29
30,Mother,Naima021008b,oh .,Naima,103.846,105.195,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima021008b_30
31,Naima,Naima021008b,here above this .,Naima,105.195,107.571,[],[1|0|INCROOT] [2|1|JCT] [3|2|POBJ 4|1|PUNCT],[adv|here] [prep|above] [pro:dem|this .],,,,,,,,,,NaimaofNaima_Naima021008b_31
32,Mother,Naima021008b,hm: .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|hm .],,,,,,,,,,MotherofNaima_Naima021008b_32
33,Naima,Naima021008b,"here , above here .",Naima,107.571,113.575,[],[1|0|INCROOT 2|1|LP] [3|1|JCT] [4|3|POBJ 5|1|PUNCT],[adv|here cm|cm] [prep|above] [adv|here .],,,,,,,,,,NaimaofNaima_Naima021008b_33
34,Mother,Naima021008b,"okay , we could try to do that .",Naima,0.0,0.0,[],[1|5|COM 2|1|LP] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|7|INF] [7|5|XCOMP] [8|7|OBJ 9|5|PUNCT],[co|okay cm|cm] [pro:sub|we] [mod|could] [v|try] [inf|to] [v|do] [pro:dem|that .],,,,,,,,,,MotherofNaima_Naima021008b_34
35,Naima,Naima021008b,"could make a ceiling I mean , through xxx .",Naima,0.0,0.0,[],[1|2|AUX] [2|0|ROOT] [3|4|DET] [4|2|OBJ] [5|6|SUBJ] [6|4|CMOD 7|6|LP] [8|2|JCT] [9|2|PUNCT],[mod|could] [v|make] [det:art|a] [n|ceiling] [pro:sub|I] [v|mean cm|cm] [adv|through] [.],,,,,,,,,,NaimaofNaima_Naima021008b_35
36,Mother,Naima021008b,uhhuh .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|uhhuh .],,,,,,,,,,MotherofNaima_Naima021008b_36
37,Naima,Naima021008b,"xxx xxx xxx you have_to , to build xxx xxx you have_to , to build to xxx .",Naima,113.576,125.045,"original orthography: [xxx] [xxx] [xxx] [you] [have_to ,] [to] [build] [xxx] [xxx] [you] [have to ,] [to] [b < uild > ] [to] [xxx .][]",[] [] [] [1|5|SUBJ] [2|5|AUX 3|2|LP] [4|5|INF] [5|0|ROOT] [] [] [6|5|OBJ] [7|5|COMP 8|7|LP] [9|10|INF] [10|7|XCOMP] [11|10|JCT] [12|5|PUNCT],[] [] [] [pro:per|you] [mod:aux|have_to cm|cm] [inf|to] [v|build] [] [] [pro:per|you] [mod:aux|have_to cm|cm] [inf|to] [v|build] [prep|to] [.],,,,,,,,,,NaimaofNaima_Naima021008b_37
38,Naima,Naima021008b,"to actually build a downstairs home , a downstairs home down here that , a downstairs xxx you have_to build xxx legos down here .",Naima,125.045,139.851,[],[1|2|INF] [2|3|JCT] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|JCT 7|3|LP] [8|9|DET] [9|3|JCT] [10|3|JCT] [11|3|JCT] [12|13|JCT] [13|3|COMP 14|13|LP] [15|16|DET] [16|19|JCT] [] [17|19|SUBJ] [18|19|AUX] [19|13|CJCT] [] [20|19|OBJ] [21|19|JCT] [22|19|JCT 23|3|PUNCT],[inf|to] [adv|actual&dadj-LY] [v|build] [det:art|a] [adv|downstairs] [n|home cm|cm] [det:art|a] [adv|downstairs] [adv|home] [adv|down] [adv|here] [pro:rel|that cm|cm] [det:art|a] [adv|downstairs] [] [pro:per|you] [mod:aux|have_to] [v|build] [] [n|lego-PL] [adv|down] [adv|here .],,,,,,,,,,NaimaofNaima_Naima021008b_38
39,Naima,Naima021008b,up .,Naima,139.853,141.995,[],[1|0|INCROOT 2|1|PUNCT],[adv|up .],,,,,,,,,,NaimaofNaima_Naima021008b_39
40,Mother,Naima021008b,and that's where the office will be ?,Naima,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [4|8|LINK] [5|6|DET] [6|8|SUBJ] [7|8|AUX] [8|3|PRED 9|3|PUNCT],[coord|and] [pro:dem|that~cop|be&3S] [adv:int|where] [det:art|the] [n|office] [mod|will] [cop|be ?],,,,,,,,,,MotherofNaima_Naima021008b_40
41,Naima,Naima021008b,yeah .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,NaimaofNaima_Naima021008b_41
42,Mother,Naima021008b,oh .,Naima,141.995,143.761,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofNaima_Naima021008b_42
43,Mother,Naima021008b,okay .,Naima,143.761,145.516,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofNaima_Naima021008b_43
44,Mother,Naima021008b,well we could put the base plate there .,Naima,145.516,148.091,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|7|DET] [6|7|MOD] [7|4|OBJ] [8|4|JCT 9|4|PUNCT],[co|well] [pro:sub|we] [mod|could] [v|put&ZERO] [det:art|the] [n|base] [n|plate] [adv|there .],,,,,,,,,,MotherofNaima_Naima021008b_44
45,Naima,Naima021008b,or we could put the base (t:t:interruption),Naima,148.091,154.616,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ 7|4|PUNCT],[coord|or] [pro:sub|we] [mod|could] [v|put&ZERO] [det:art|the] [n|base (mt:interruption)],,,,,,,,,,NaimaofNaima_Naima021008b_45
46,Mother,Naima021008b,and then we could build the desk and xxx put the computer and what else is down there ?,Naima,0.0,0.0,[],[1|5|LINK] [2|5|JCT] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|7|DET] [7|5|OBJ] [8|5|CONJ] [] [9|8|COORD] [10|11|DET] [11|9|OBJ] [12|9|CONJ] [13|16|OBJ] [14|13|PQ] [15|16|AUX] [16|12|COORD] [17|16|JCT 18|5|PUNCT],[coord|and] [adv:tem|then] [pro:sub|we] [mod|could] [v|build] [det:art|the] [n|desk] [coord|and] [] [v|put&ZERO] [det:art|the] [n|compute&dv-AGT] [coord|and] [pro:int|what] [post|else] [aux|be&3S] [adv|down] [adv|there ?],,,,,,,,,,MotherofNaima_Naima021008b_46
47,Mother,Naima021008b,in the basement ?,Naima,154.618,156.1,[],[1|0|INCROOT] [2|3|DET] [3|1|POBJ 4|1|PUNCT],[prep|in] [det:art|the] [n|basement ?],,,,,,,,,,MotherofNaima_Naima021008b_47
48,Naima,Naima021008b,"he and there's (replacement:replacement:there are) papers , that he , that he messed up .",Naima,156.1,161.0,[],[1|4|SUBJ 2|4|LINK] [3|4|SUBJ 4|0|ROOT] [5|4|PRED 6|4|LP] [7|4|PUNCT] [8|7|INCROOT 9|8|LP] [10|12|LINK] [11|12|SUBJ] [12|8|CJCT] [13|12|JCT 14|8|PUNCT],[pro:sub|he coord|and] [adv|there cop|be&PRES] [n|paper-PL cm|cm] [pro:rel|that] [pro:sub|he cm|cm] [pro:rel|that] [pro:sub|he] [v|mess-PAST] [adv|up .],,,,,,,,,,NaimaofNaima_Naima021008b_48
49,Mother,Naima021008b,"xxx , yes .",Naima,0.0,0.0,[],[1|0|INCROOT] [2|1|COM 3|1|PUNCT],[cm|cm] [co|yes .],,,,,,,,,,MotherofNaima_Naima021008b_49
50,Naima,Naima021008b,"he , he messed up them .",Naima,161.001,163.005,[],[1|4|LINK 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[pro:sub|he cm|cm] [pro:sub|he] [v|mess-PAST] [adv|up] [pro:obj|them .],,,,,,,,,,NaimaofNaima_Naima021008b_50
51,Mother,Naima021008b,yeah he has a lotta (replacement:replacement:lot of) messed up papers down there that's true .,Naima,163.005,166.248,[],[1|3|COM] [2|3|SUBJ] [3|0|ROOT] [4|5|DET] [5|3|OBJ 6|5|NJCT] [7|6|POBJ] [8|7|JCT] [9|8|POBJ] [10|11|JCT] [11|7|JCT] [12|13|SUBJ 13|7|CJCT] [14|13|PRED 15|3|PUNCT],[co|yeah] [pro:sub|he] [v|have&3S] [det:art|a] [n|lot prep|of] [part|mess-PASTP] [adv|up] [n|paper-PL] [adv|down] [adv|there] [pro:dem|that~cop|be&3S] [adj|true .],,,,,,,,,,MotherofNaima_Naima021008b_51
52,Naima,Naima021008b,"these should be , yyy one of these should be the chairs .",Naima,166.248,172.336,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT 4|3|LP] [] [5|9|QUANT] [6|9|JCT] [7|9|SUBJ] [8|9|AUX] [9|3|CJCT] [10|11|DET] [11|9|PRED 12|3|PUNCT],[pro:dem|these] [mod|should] [cop|be cm|cm] [] [det:num|one] [prep|of] [pro:dem|these] [mod|should] [cop|be] [det:art|the] [n|chair-PL .],,,,,,,,,,NaimaofNaima_Naima021008b_52
53,Mother,Naima021008b,okay .,Naima,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|okay .],,,,,,,,,,MotherofNaima_Naima021008b_53
54,Mother,Naima021008b,"well , we could use regular chairs for his desk chair .",Naima,172.336,176.48,[],[1|5|COM 2|1|LP] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|7|MOD] [7|5|OBJ] [8|7|NJCT] [9|10|MOD] [10|11|MOD] [11|8|POBJ 12|5|PUNCT],[co|well cm|cm] [pro:sub|we] [mod|could] [v|use] [adj|regular] [n|chair-PL] [prep|for] [det:poss|his] [n|desk] [n|chair .],,,,,,,,,,MotherofNaima_Naima021008b_54
55,Naima,Naima021008b,"yeah mm , we could use , we could use (t:t:trail off)",Naima,176.48,183.536,[],[1|6|COM 2|6|COM 3|2|LP] [4|6|SUBJ] [5|6|AUX] [6|0|ROOT 7|6|LP] [8|10|SUBJ] [9|10|AUX] [10|6|CJCT 11|6|PUNCT],[co|yeah co|mm cm|cm] [pro:sub|we] [mod|could] [v|use cm|cm] [pro:sub|we] [mod|could] [v|use (mt:trail off)],,,,,,,,,,NaimaofNaima_Naima021008b_55
56,Mother,Naima021008b,"and we could make this , this could be his desk .",Naima,0.0,0.0,[],[1|4|LINK] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|OBJ 6|5|LP] [7|9|SUBJ] [8|9|AUX] [9|4|COMP] [10|11|MOD] [11|9|PRED 12|4|PUNCT],[coord|and] [pro:sub|we] [mod|could] [v|make] [pro:dem|this cm|cm] [det:dem|this] [mod|could] [cop|be] [det:poss|his] [n|desk .],,,,,,,,,,MotherofNaima_Naima021008b_56
57,Mother,Naima021008b,we could put two of these together to make his desk .,Naima,183.536,186.363,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|OBJ] [5|4|JCT] [6|5|POBJ] [7|3|JCT] [8|9|INF] [9|3|XCOMP] [10|11|MOD] [11|9|OBJ 12|3|PUNCT],[pro:sub|we] [mod|could] [v|put&ZERO] [det:num|two] [prep|of] [pro:dem|these] [adv|together] [inf|to] [v|make] [det:poss|his] [n|desk .],,,,,,,,,,MotherofNaima_Naima021008b_57
58,Mother,Naima021008b,like that .,Naima,186.363,189.696,[],[1|0|INCROOT] [2|1|POBJ 3|1|PUNCT],[prep|like] [pro:dem|that .],,,,,,,,,,MotherofNaima_Naima021008b_58
59,Mother,Naima021008b,that's about the size of his desk and we could put a chair there .,Naima,189.696,195.076,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|5|DET] [5|3|OBJ] [6|5|NJCT] [7|8|MOD] [8|6|POBJ] [9|12|LINK] [10|12|SUBJ] [11|12|AUX] [12|5|CJCT] [13|14|DET] [14|12|OBJ] [15|12|JCT 16|2|PUNCT],[pro:dem|that~cop|be&3S] [adv|about] [det:art|the] [n|size] [prep|of] [det:poss|his] [n|desk] [coord|and] [pro:sub|we] [mod|could] [v|put&ZERO] [det:art|a] [n|chair] [adv|there .],,,,,,,,,,MotherofNaima_Naima021008b_59
60,Naima,Naima021008b,"yeah , could put a chair there .",Naima,195.076,200.585,[],[1|4|COM 2|1|LP] [3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ] [7|4|JCT 8|4|PUNCT],[co|yeah cm|cm] [mod|could] [v|put&ZERO] [det:art|a] [n|chair] [adv|there .],,,,,,,,,,NaimaofNaima_Naima021008b_60
61,Mother,Naima021008b,"here's , here's a xxx here's a green chair .",Naima,0.0,0.0,[],[1|4|SUBJ 2|4|AUX 3|2|LP] [4|5|SUBJ 5|0|ROOT] [6|7|DET] [] [7|8|SUBJ 8|5|PRED] [9|11|DET] [10|11|MOD] [11|8|PRED 12|5|PUNCT],[pro:exist|here~aux|be&3S cm|cm] [pro:exist|here~cop|be&3S] [det:art|a] [] [pro:exist|here~cop|be&3S] [det:art|a] [n|green] [n|chair .],,,,,,,,,,MotherofNaima_Naima021008b_61
62,Mother,Naima021008b,you know we could build it and then we could slide it underneath after we build it .,Naima,200.586,205.885,[],[1|2|SUBJ] [2|0|ROOT] [3|5|SUBJ] [4|5|AUX] [5|2|COMP] [6|5|OBJ] [7|5|CONJ] [8|11|JCT] [9|11|SUBJ] [10|11|AUX] [11|7|COORD] [12|11|OBJ] [13|11|JCT] [14|16|LINK] [15|16|SUBJ] [16|11|CJCT] [17|16|OBJ 18|2|PUNCT],[pro:per|you] [v|know] [pro:sub|we] [mod|could] [v|build] [pro:per|it] [coord|and] [adv:tem|then] [pro:sub|we] [mod|could] [v|slide] [pro:per|it] [adv|underneath] [conj|after] [pro:sub|we] [v|build] [pro:per|it .],,,,,,,,,,MotherofNaima_Naima021008b_62
63,Mother,Naima021008b,what do you think ?,Naima,205.885,208.968,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT 5|4|PUNCT],[pro:int|what] [mod|do] [pro:per|you] [v|think ?],,,,,,,,,,MotherofNaima_Naima021008b_63
64,Mother,Naima021008b,what else is in his office ?,Naima,0.0,0.0,[],[1|0|INCROOT] [2|1|PQ] [3|1|XCOMP] [4|3|JCT] [5|6|MOD] [6|4|POBJ 7|1|PUNCT],[pro:int|what] [post|else] [aux|be&3S] [prep|in] [det:poss|his] [n|office ?],,,,,,,,,,MotherofNaima_Naima021008b_64
65,Naima,Naima021008b,what could we slide underneath ?,Naima,208.968,212.486,[],[1|4|LINK] [2|4|AUX] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT 6|4|PUNCT],[pro:int|what] [mod|could] [pro:sub|we] [v|slide] [adv|underneath ?],,,,,,,,,,NaimaofNaima_Naima021008b_65
66,Mother,Naima021008b,the base plate .,Naima,212.488,213.658,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT 4|3|PUNCT],[det:art|the] [adj|base] [n|plate .],,,,,,,,,,MotherofNaima_Naima021008b_66
67,Mother,Naima021008b,but while we're building it we can keep it right here if we want to .,Naima,213.658,217.276,[],[1|5|LINK] [2|5|LINK] [3|5|SUBJ 4|5|AUX] [5|9|CJCT] [6|5|OBJ] [7|9|SUBJ] [8|9|AUX] [9|0|ROOT] [10|9|OBJ] [11|12|JCT] [12|9|JCT] [13|15|LINK] [14|15|SUBJ] [15|9|CJCT] [16|15|JCT 17|9|PUNCT],[conj|but] [conj|while] [pro:sub|we~aux|be&PRES] [part|build-PRESP] [pro:per|it] [pro:sub|we] [mod|can] [v|keep] [pro:per|it] [adv|right] [adv|here] [conj|if] [pro:sub|we] [v|want] [prep|to .],,,,,,,,,,MotherofNaima_Naima021008b_67
